,genome_id,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,comments,additional_metadata,complete_mash_cluster
2122,1260282.3,Enterobacter hormaechei YT3,1260282,WGS,YT3,2012-12-31T00:00:00Z,PRJNA180991,SAMN02469366,GCA_000328885.1,ANID00000000,BGI Research Institution,WGS,Illumina HiSeq,280.0x,SOAPdenovo v. 1.05,0,0,14,4809338,55.5,4467,0,Insect,2012,China,China,Animal,"The genome sequencing provides chances for better biodegradation of hydrophobic substances, such as petroleum hydrocarbons.",,
2123,550.480,Enterobacter cloacae strain 8706,550,WGS,8706,2015-11-09T00:00:00Z,PRJNA299115,SAMN04193740,GCF_001441705.1,LLXN00000000,"Nottingham Trent University, UK",WGS,Illumina MiSeq,60.1x,SPAdes v. 3.1.1,,,175,4997658,54.72,4897,4672,Rectal/Fecal,2010-01-24,Mexico,Mexico,Human,Genome sequences of neonatal pathogens,collected_by:Unknown,
2124,1812935.83,Enterobacter roggenkampii strain RHBSTW-00002,1812935,Complete,RHBSTW-00002,2020-07-24T00:00:00Z,PRJNA605147,SAMN15148444,GCA_013635755.1,"CP058196,CP058205,CP058206,CP058197,CP058198,CP058199,CP058200,CP058201,CP058202,CP058203,CP058204",University of Oxford,Complete,Hybrid: Illumina and PACBIO_SMRT,95.537547253764x,Unicycler v. v0.4.7,1,10,11,4807289,55.828846,4787,4614,Wastewater,2017,United Kingdom,United Kingdom,Environmental,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",12.0
2125,550.281,Enterobacter cloacae strain 28131,550,WGS,28131,2015-03-19T00:00:00Z,PRJNA259658,SAMN03283316,GCF_000956645.1,LABC00000000,JCVI,WGS,Illumina HiSeq 2000,193.57x,SPAdes v. 3.1.1,,,77,5046376,55.02,5045,4761,Unknown/Unclear,2009,USA,New Jersey,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Barry Kreiswirth,
2126,208224.245,Enterobacter kobei 11778-yvys,208224,Complete,11778-yvys,2022-04-18T00:00:00Z,PRJNA762162,SAMN21379554,GCA_023023125.1,"CP083828,CP083829",,Complete,Oxford Nanopore MinION,10x,Unicycler v. v0.4.8,1,1,2,4780485,55.115456,4544,4462,Bodily Fluids,2011-09,China,China,Human,,collected_by:Yushan Cui,10.0
2127,158836.549,Enterobacter hormaechei strain Y323,158836,Complete,Y323,2020-03-02T00:00:00Z,PRJNA607627,SAMN14142412,GCA_011045335.1,"CP049188,CP049189,CP049190,CP049191",wenzhou medical university,Complete,PacBio RSII,100.0x,Canu v. 1.8,1,3,4,5185408,54.83096,5111,4855,Unknown/Unclear,2007-01-31,China,China:wenzhou,Human,The draft genomes sequences of the strains help us to elucidate the dissemination of resistance genes in micro-organisms.,sample_type:single culture,9.0
2128,1296536.172,Enterobacter hormaechei subsp. xiangfangensis HD7813,1296536,WGS,HD7813,2022-11-09T00:00:00Z,PRJNA824645,SAMN27409781,GCA_026114885.1,JAMFUA000000000,,WGS,Illumina NovaSeq,100x,SPAdes v. 3.11,0,0,41,4917181,55.162277,4781,4630,Other,2020-07-29,China,"China: Ningxia, Yinchuan",Human,,collected_by:General Hospital of Ningxia Medical University in Yinchuan,
2129,314330.3,Enterobacter sp. DC1,314330,WGS,DC1,2014-02-10T00:00:00Z,PRJNA217835,SAMN02951907,GCA_000568075.1,AZUA00000000,Monash University,WGS,Illumina MiSeq,95.0x,Spades v. 2.5,0,0,18,4590638,56.0,4292,4275,Other,,Unknown,Unknown,Plant,Genome sequencing of an endophyte isolated from yellow yam,,
2130,299766.25,Enterobacter hormaechei subsp. steigerwaltii strain GN04967,299766,WGS,GN04967,2016-04-25T00:00:00Z,PRJNA259658,SAMN04572596,GCF_001631055.1,LVTX00000000,JCVI,WGS,Illumina NextSeq 500,162.21x,SPAdes v. 3.1.1,,,84,4593961,55.78,4392,4282,Unknown/Unclear,2012,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Vance Fowler,
2131,550.924,Enterobacter cloacae strain e804,550,WGS,e804,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273240,GCF_900077765.1,FKGN00000000,SC,WGS,,,,,,29,5003646,55.11,4878,4653,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0137,
2132,550.1410,Enterobacter cloacae strain ECC3408,550,WGS,ECC3408,2017-11-17T00:00:00Z,PRJNA383602,SAMN06767788,GCA_002785705.1,NEEN00000000,zhejiang University,WGS,Illumina HiSeq,200x,CLC NGS Cell v. 9.1,,,75,4962459,54.4,4890,4747,Bodily Fluids,2011-04-05,China,China: Hangzhou,Human,investigate the population structure and resistant mechanism,collected_by:Yonghong Xiao,
2133,158836.1994,Enterobacter hormaechei A1,158836,WGS,A1,2022-08-15T00:00:00Z,PRJNA740040,SAMN19815454,GCA_024678125.1,JAHQYG000000000,,WGS,Illumina HiSeq,30.0x,SPAdes v. 3.8.0,0,0,102,5187684,55.050365,5145,4926,Blood,2021,United Kingdom,United Kingdom,Human,,collected_by:BRD,
2134,550.1571,Enterobacter cloacae strain TUM1144,550,WGS,TUM1144,2018-05-23T00:00:00Z,PRJDB6851,SAMD00115670,GCA_003175375.1,BGKQ00000000,Toho University,WGS,illumina MiSeq,19.6x,SPAdes v. 3.11,,,107,5028739,55.376507,4949,,Unknown/Unclear,1997-04-15,Japan,Japan,Human,This antimicrobial resistant organisms were collected for evaluating various test kits. Those kit are for antimicrobial susceptibility testing and detection of drug resistance genes.,,
2135,158836.2215,Enterobacter hormaechei KP1304,158836,WGS,KP1304,2023-03-09T00:00:00Z,PRJNA867733,SAMN06330168,,JANPSF000000000,,,Illumina NovaSeq 6000,288.828x,Unicycler v. 2021,0,0,74,5010178,54.95815,4948,4805,Blood,2011,USA,USA: New York City,Human,,collected_by:Anne-Catrin Uhlemann,
2136,158836.1088,Enterobacter hormaechei strain EC48293,158836,Complete,EC48293,2021-02-25T00:00:00Z,PRJNA700516,SAMN16933270,GCA_016939555.1,"CP070534,CP070533,CP070532,CP070531,CP070530",Charles University in Prague,Complete,PacBio Sequel,250X,Microbial Assembly v. 1.1,1,4,5,5331528,54.887005,5257,5031,Bodily Fluids,2019-01-02,Czech Republic,Czech Republic: Praha,Human,Molecular characterization of KPC-producing Enterobacterales from Czech hospitals\; evidence of an epidemic spread,collected_by:Fakultn nemocnice Krlovsk Vinohrady,5.0
2137,61645.66,Enterobacter asburiae strain GN03140,61645,WGS,GN03140,2015-06-09T00:00:00Z,PRJNA259658,SAMN03732731,GCF_001022955.1,LEDA00000000,JCVI,WGS,Illumina NextSeq500,178.91x,SPAdes v. 3.1.0,,,67,4771797,55.71,4671,4460,Bodily Fluids,2009-09-01,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Vance Fowler;sample_type:cell culture,
2138,1329810.3,Enterobacter sp. MGH 1,1329810,WGS,MGH 1,2014-02-03T00:00:00Z,PRJNA201916,SAMN02138541,GCA_000534795.1,JCLW00000000,Broad Institute,WGS,Illumina,123.0x,allpaths v. R47768,0,0,19,4950879,55.4,4724,4682,Respiratory,2009-07-01,USA,"Boston, MA, USA",Human,Carbapenem Resistance;Whole Genome Sequence Analysis of Carbapenem-resistant Enterobacteriaceae,vitek bionumber:2.62763E+15,
2139,158836.1965,Enterobacter hormaechei P7538,158836,Complete,P7538,2022-07-05T00:00:00Z,PRJNA713619,SAMN18255044,GCA_024138915.1,"CP071833,CP071832,CP071830,CP071831",,Complete,Illumina MiSeq; Oxford Nanopore MinION,21.0x,SPAdes v. May 2020,1,3,4,5653758,54.454548,5698,5404,Rectal/Fecal,2018,France,France: Marseille,Human,,collected_by:IHU Mediterranee Infection,5.0
2140,1812935.407,Enterobacter roggenkampii C210008,1812935,WGS,C210008,2022-06-16T00:00:00Z,PRJNA837096,SAMN28189433,GCA_023754035.1,JAMGOX000000000,,WGS,Illumina NovaSeq,12x,SPAdes v. 3.15.1,0,0,152,4881427,56.0055,4778,4620,Unknown/Unclear,2020,China,China: Zhejiang,Human,,sample_type:whole organism,
2141,550.1230,Enterobacter cloacae strain DS18454,550,WGS,DS18454,2017-08-30T00:00:00Z,PRJNA393769,SAMN07448198,GCA_002278375.1,NPNU00000000,National University of Singapore and Genome Institute of Singapore,WGS,Illumina HiSeq 4000,200x,Velvet v. 1.2.10,,,48,4729543,55.27,4575,4513,Rectal/Fecal,2013-10-19,Singapore,Singapore,Human,Sequencing project for hospital isolates of carbapenemase-producing Enterobacter cloacae complex strains,"collected_by:Koh Tse Hsien, Singapore General Hospital",
2142,2259496.3,Enterobacter sp. GER_MD16_1505_Eko_090,2259496,WGS,GER_MD16_1505_Eko_090,2018-07-20T00:00:00Z,PRJNA433857,SAMN08519297,GCA_003331015.1,PUQF00000000,Northern Arizona University,WGS,Illumina NextSeq,279x,SPAdes v. 3.10.1,,,76,5047970,55.80798,4999,4886,Other,2015-05-15,Germany,Germany,Animal,"Whole genome analysis of multidrug-resistant, extended-spectrum beta-lactamase-producing bacteria isolated from dogs",collected_by:J Riehm,
2143,550.678,Enterobacter cloacae strain e1070,550,WGS,e1070,2016-04-05T00:00:00Z,PRJEB5065,SAMEA2273287,GCF_900075325.1,FJXL00000000,SC,WGS,,,,,,57,5198412,54.92,5080,4843,Other,1800-2014,United Kingdom,United Kingdom,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0190,
2144,1296536.187,Enterobacter hormaechei subsp. xiangfangensis HD8763,1296536,WGS,HD8763,2022-11-09T00:00:00Z,PRJNA824645,SAMN27409763,GCA_026115265.1,JAMFUS000000000,,WGS,Illumina NovaSeq,100x,SPAdes v. 3.11,0,0,46,4915363,55.41019,4784,4635,Respiratory,2021-02-09,China,"China: Yunnan, Kunming",Human,,collected_by:The First Affiliated Hospital of Kunming Medical University,
2145,158836.971,Enterobacter hormaechei strain Eho-3,158836,Complete,Eho-3,2020-12-10T00:00:00Z,PRJNA599404,SAMN13747509,GCA_015910305.1,"CP047749,CP047750,CP047751,CP047752,CP047753,CP047754,CP047755,CP047756",Public Health Ontario,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,7,8,5384869,54.81212,5404,5150,Wastewater,2011-08-10,Canada,Canada:Ontario,Environmental,"Epidemiological and microbiological analyses of clinical and environmental Verona Integron encoded Metallo beta Lactamase producing Enterobacteriaceae isolates demonstrate spread to local healthcare facilities and contamination of environmental water in Southern Ontario, Canada, which is probably due to horizontal gene transfer and clonal spread of blaVIM carrying Enterobacter hormaechei.",collected_by:Public Health Ontario,4.0
2146,299767.292,Enterobacter ludwigii AP057,299767,WGS,AP057,2022-08-15T00:00:00Z,PRJNA629076,SAMN14784041,GCA_024701055.1,JABEOX000000000,,WGS,Illumina HiSeq,100x,SPAdes v. 13.0.0,0,0,17,4728251,54.707798,4535,4423,Unknown/Unclear,,Australia,Australia: Victoria,Human,,,
2147,550.455,Enterobacter cloacae strain 443_ECLO,550,WGS,443_ECLO,2015-07-10T00:00:00Z,PRJNA267549,SAMN03197635,GCF_001056795.1,JVGX00000000,University of Washington,WGS,Illumina HiSeq,36x,ABYSS v. 1.3.5,,,46,4751540,55.56,4570,,Unknown/Unclear,,USA,USA: WA,Human,Whole genome sequencing of bacterial isolates over a 1-year period from a hospital's intensive care units.,collected_by:UW clinical laboratory,
2148,61645.47,Enterobacter asburiae strain 43444,61645,WGS,43444,2015-03-19T00:00:00Z,PRJNA259658,SAMN03283645,GCF_000957315.1,JZYC00000000,JCVI,WGS,Illumina HiSeq 2000,216.84x,SPAdes v. 3.1.1,,,58,4750405,55.9,4566,4354,Unknown/Unclear,2014,USA,Florida,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Barry Kreiswirth,
2149,158836.2230,Enterobacter hormaechei NR2329,158836,WGS,NR2329,2023-03-09T00:00:00Z,PRJNA867733,SAMN06330208,,JANPSX000000000,,,Illumina NovaSeq 6000,255.694x,Unicycler v. 2021,0,0,77,4975113,54.957226,4901,4761,Respiratory,2014,USA,USA: New York City,Human,,collected_by:Anne-Catrin Uhlemann,
2150,550.736,Enterobacter cloacae strain e1617,550,WGS,e1617,2016-04-05T00:00:00Z,PRJEB5065,SAMEA2273503,GCF_900075935.1,FJZU00000000,SC,WGS,,,,,,26,4784689,54.43,4704,4527,Other,1800-2014,United Kingdom,United Kingdom,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0308,
2151,1659706.3,Enterobacter sp. GN02283,881260,WGS,GN02283,2015-06-09T00:00:00Z,PRJNA259658,SAMN03732693,GCF_001023305.1,LEEJ00000000,JCVI,WGS,Illumina NextSeq500,200.38x,SPAdes v. 3.1.0,,,39,4796531,55.93,4634,4417,Bodily Fluids,2004-04-01,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Vance Fowler;sample_type:cell culture,
2152,1812935.340,Enterobacter roggenkampii AR2224,1812935,WGS,AR2224,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419559,GCA_023152015.1,JAKMNV000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,75,4753611,56.080734,4629,4509,Bodily Fluids,2019,China,China,Human,,collected_by:Yushan Cui,
2153,158836.2214,Enterobacter hormaechei NR3066,158836,WGS,NR3066,2023-03-09T00:00:00Z,PRJNA867733,SAMN06330240,,JANPSC000000000,,,Illumina NovaSeq 6000,302.085x,Unicycler v. 2021,0,0,63,4860793,55.30511,4784,4634,Respiratory,2013,USA,USA: New York City,Human,,collected_by:Anne-Catrin Uhlemann,
2154,550.762,Enterobacter cloacae strain e1682,550,WGS,e1682,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273397,GCF_900076025.1,FKAC00000000,SC,WGS,,,,,,14,4605019,55.03,4307,4191,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0321,
2155,158836.2334,Enterobacter hormaechei 294B4,158836,WGS,294B4,1900-01-01T00:00:00Z,PRJNA937207,SAMN33392782,,JAROWF000000000,,,Illumina NextSeq,100x,CLC genomic workbench v. V12.0,0,0,88,4896860,55.11581,4833,4694,Unknown/Unclear,2021,France,France,Human,,sample_type:Clinical sample,
2156,881260.243,Enterobacter bugandensis 16523,881260,WGS,16523,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419493,GCA_023153335.1,JAKMLH000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,49,4991360,55.652225,4891,4723,Bodily Fluids,2016,China,China,Human,,collected_by:Yushan Cui,
2157,158836.2001,Enterobacter hormaechei MB8139,158836,WGS,MB8139,1900-01-01T00:00:00Z,PRJNA836696,SAMN28174071,GCA_024752195.1,JANTNZ000000000,,WGS,Illumina NovaSeq,181.44x,SPAdes v. 3.15.2,0,0,86,4996820,55.23651,4928,4756,Blood,2019-04-24,USA,USA: Houston,Human,,collected_by:MDACC,
2158,158836.65,Enterobacter hormaechei strain TUM10694,158836,WGS,TUM10694,2017-08-24T00:00:00Z,PRJDB6127,SAMD00089487,GCA_002334125.1,BEFH00000000,Toho University,WGS,illumina MiSeq,88x,CLC genomics workbench v. 9.5.4,,,117,4901054,55.09,4745,,Bodily Fluids,2010-08-30,Japan,Japan,Human,"In this study, we investigated molecular epidemiological characteristic of IMP-1-producing E. cloacae complex from 3 hospitals in Tokyo, Japan between 2007 and 2011. Phylogenetic tree of core-genome SNPs analysis of IMP-1-producing E. hormaechei ST78 showed that these isolates spread not only as intrahospital outbreak but also as regional transmission in Tokyo.",,
2159,158836.2229,Enterobacter hormaechei NR0581,158836,WGS,NR0581,2023-03-09T00:00:00Z,PRJNA867733,SAMN06330191,,JANPSU000000000,,,Illumina NovaSeq 6000,261.721x,Unicycler v. 2021,0,0,75,4945477,55.186104,4934,4762,Urine,2014,USA,USA: New York City,Human,,collected_by:Anne-Catrin Uhlemann,
2160,208224.443,Enterobacter kobei GD03684,208224,WGS,GD03684,2023-04-19T00:00:00Z,PRJNA868296,SAMN30525140,,JAOCJY000000000,,,Illumina HiSeq; Oxford Nanopore MinION,50.738x,Unicycler v. 0.4.9,0,0,4,5232627,54.3531,5152,4955,Unknown/Unclear,2018-02-27,Pakistan,Pakistan,Unknown,,,
2161,1812935.514,Enterobacter roggenkampii EB00175,1812935,WGS,EB00175,2023-07-05T00:00:00Z,PRJNA981541,SAMN35677793,,JAUFOA000000000,,,Illumina; Oxford Nanopore MinION,100x,Unicycler v. 0.5.0,0,0,10,4933414,55.61613,4899,4721,Clinical/Wound,2023,USA,USA: Pittsburgh,Human,,collected_by:University of Pittsburgh,
2162,158836.1612,Enterobacter hormaechei HUCA_Bac_116,158836,WGS,HUCA_Bac_116,2022-03-23T00:00:00Z,PRJNA773650,SAMN22503376,GCA_022685505.1,JAJGZW000000000,,WGS,Illumina,20x,Velvet v. 1.1.04,0,0,94,4901375,55.191906,4836,4702,Blood,2019-06-28,Spain,Spain: Asturias,Human,,collected_by:HUCA,
2163,2886639.6,Enterobacter sp. MV-r1-C,2886639,WGS,MV-r1-C,2022-01-18T00:00:00Z,PRJNA774102,SAMN22551380,GCA_021503895.1,JAJGOE000000000,,WGS,Illumina MiniSeq,55x,SPAdes v. 3.14.1,0,0,39,5022241,54.81101,4971,4795,Other,2020,Switzerland,Switzerland,Environmental,,"sample_type:whole organism;collected_by:ILS, University of Zurich",
2164,881260.231,Enterobacter bugandensis AR2488,881260,WGS,AR2488,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419563,GCA_023151965.1,JAKMNZ000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,24,4656306,55.926716,4488,4382,Bodily Fluids,2019,China,China,Human,,collected_by:Yushan Cui,
2165,550.392,Enterobacter cloacae strain GN02414,550,WGS,GN02414,2015-06-09T00:00:00Z,PRJNA259658,SAMN03732704,GCF_001022425.1,LEDY00000000,JCVI,WGS,Illumina NextSeq500,148.87x,SPAdes v. 3.1.0,,,60,5184656,54.91,5160,4847,Bodily Fluids,2006-01-01,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Vance Fowler;sample_type:cell culture,
2166,1439324.3,Enterobacter cloacae BIDMC 66,1439324,WGS,BIDMC 66,2014-05-19T00:00:00Z,PRJNA234154,SAMN02581287,GCA_000692235.1,JMUP00000000,Broad Institute,WGS,Illumina,143.0x,allpaths v. R48559,,,34,5271370,54.8,5014,5083,Other,2013,USA,"Boston, MA, USA",Human,Carbapenem;Whole Genome Sequence Analysis of Carbapenem-resistant Enterobacteriaceae,vitek bionumber:6.07636E+14,
2167,158836.2242,Enterobacter hormaechei NR0208,158836,WGS,NR0208,2023-03-09T00:00:00Z,PRJNA867733,SAMN06330179,,JANPTF000000000,,,Illumina NovaSeq 6000,245.443x,Unicycler v. 2021,0,0,60,4879762,55.202877,4837,4669,Blood,2014,USA,USA: New York City,Human,,collected_by:Anne-Catrin Uhlemann,
2168,550.954,Enterobacter cloacae strain e915,550,WGS,e915,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273266,GCF_900078065.1,FKHR00000000,SC,WGS,,,,,,21,4712793,55.5,4508,4350,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0165,
2169,158836.1927,Enterobacter hormaechei CCBH27777,158836,WGS,CCBH27777,2022-06-23T00:00:00Z,PRJNA677881,SAMN28338034,GCA_023897125.1,JAMHGB000000000,,WGS,Illumina,70.0x,SPAdes v. 0.4.9,0,0,162,5410926,54.4548,5507,5284,Blood,2020-01-11,Brazil,Brazil,Human,,,
2170,550.4022,Enterobacter cloacae NR1247,550,WGS,NR1247,1900-01-01T00:00:00Z,PRJNA759273,SAMN21162333,,JAIPLW000000000,,,Illumina HiSeq; Oxford Nanopore MinION,41.87485714x,Unicycler v. 0.4.8,0,0,13,5408896,54.46446,5272,5066,Rectal/Fecal,2015,USA,USA: New York City,Human,,collected_by:Anne-Catrin Uhlemann,
2171,158836.1695,Enterobacter hormaechei SLC4,158836,WGS,SLC4,2022-06-03T00:00:00Z,PRJNA823025,SAMN27288975,GCA_023647505.1,JALIHP000000000,,WGS,Illumina MiSeq,469.59x,Geneious Assembler v. 2022.1.1,0,0,22,4488335,55.476242,4302,4193,Clinical/Wound,2021-01-22,USA,"USA: St. Luke's, Chesterfield, Missouri",Human,,,
2172,158836.2036,Enterobacter hormaechei 2022CK-00453,158836,Complete,2022CK-00453,2022-09-25T00:00:00Z,PRJNA812595,SAMN30655620,GCA_025398715.1,"CP104691,CP104692,CP104693",,Complete,Oxford Nanopore GridION; Illumina MiSeq,68.0x,Flye v. 2.9; Medaka v. 1.6.1,1,2,3,4878836,55.505085,4744,4609,Unknown/Unclear,2022-08-05,USA,USA,Human,,,6.0
2173,299767.80,Enterobacter ludwigii strain I42,299767,Complete,I42,2019-05-30T00:00:00Z,PRJNA532824,SAMN11415809,GCA_005890075.1,CP040606,Shandong Agricultural University,Complete,PacBio; Illumina MiSeq,150.0x,CANU v. V1.6,1,,1,4719369,54.65593,4520,4406,Soil,2015-09-01,China,China:Ningxia Hui Autonomous Region,Environmental,"Enterobacter ludwigii I42 was isolated from rhizosphere soil of Lycium barbarum in Ningxia, and I42 can promote the growth of Lycium barbarum",sample_type:single cell,19.0
2174,158836.1365,Enterobacter hormaechei strain 60214CZ,158836,Complete,60214CZ,2021-11-01T00:00:00Z,PRJNA772913,SAMN22377434,GCA_020695365.1,"CP085743,CP085744,CP085745,CP085746,CP085747",Charles University in Prague,Complete,PacBio Sequel,281x,Microbial assembly v. v.1,1,4,5,5124730,54.782867,5114,4900,Respiratory,2020-10,Czech Republic,Czech Republic: Prague,Human,Molecular characterization of VIM-producing Enterobacterales from Czech hospitals,collected_by:Nemocnice Na Homolce,9.0
2175,1812935.86,Enterobacter roggenkampii strain RHBSTW-00925,1812935,Complete,RHBSTW-00925,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148745,GCA_013725995.1,"CP056129,CP056130,CP056131",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,70.5689944181657x,Unicycler v. v0.4.7,1,2,3,4990295,55.719913,4839,4692,Wastewater,2017,United Kingdom,United Kingdom,Environmental,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",11.0
2176,550.661,Enterobacter cloacae strain e1026,550,WGS,e1026,2016-04-05T00:00:00Z,PRJEB5065,SAMEA2273485,GCF_900075145.1,FJWD00000000,SC,WGS,,,,,,17,4725159,54.74,4507,4383,Other,1800-2014,United Kingdom,United Kingdom,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0182,
2177,158836.1898,Enterobacter hormaechei IMP03,158836,WGS,IMP03,2022-06-10T00:00:00Z,PRJEB38818,SAMEA6990738,GCA_903935685.1,CAIZSR000000000,,WGS,,,,0,0,138,5061962,54.974236,4939,,Unknown/Unclear,2017,United Kingdom,United Kingdom,Human,,,
2178,550.139,Enterobacter cloacae ND15,550,WGS,ND15,2014-12-16T00:00:00Z,PRJNA259658,SAMN03012834,GCA_000802685.1,JUHY00000000,JCVI,WGS,Illumina HiSeq 2000,156.37x,SPAdes v. 3.1.1,,,73,4718668,55.42,4378,4339,Bodily Fluids,2012-10-01,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",,
2179,550.463,Enterobacter cloacae strain 63_ECLO,550,WGS,63_ECLO,2015-07-10T00:00:00Z,PRJNA267549,SAMN03197830,GCF_001057735.1,JUZK00000000,University of Washington,WGS,Illumina HiSeq,27x,ABYSS v. 1.3.5,,,45,4674582,55.12,4439,,Unknown/Unclear,,USA,USA: WA,Human,Whole genome sequencing of bacterial isolates over a 1-year period from a hospital's intensive care units.,collected_by:UW clinical laboratory,
