Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,mobile-1,mobile-4,mobile-2,mobile-3,mobile-10,mobile-7,mobile-6,mobile-5,mobile-8,mobile-9,roggenkampii,asburiae-1,asburiae-2,cancerogenous,kobei,bugandensis,mori,ludwigii,cloacae,hormaechei-steigerwaltii-2,hormaechei-steigerwaltii-4,hormaechei-steigerwaltii-1,hormaechei-steigerwaltii-3,hormaechei-hoffmannii-1,hormaechei-hoffmannii-2,hormaechei-hoffmannii-3,hormaechei-hormaechei,hormaechei-oharae,hormaechei-xiangfangensis-2,hormaechei-xiangfangensis-1,hormaechei-xiangfangensis-3,phylon_list
group_35558,group_35558,640513.Entas_4320,2.32e-183,513.0,"COG1180@1|root,COG1180@2|Bacteria,1PD9E@1224|Proteobacteria,1RQG5@1236|Gammaproteobacteria",2|Bacteria,O,glycyl-radical enzyme activating protein family,pflC,-,1.97.1.4,ko:K04069,-,-,R04710,-,"ko00000,ko01000",-,-,"e_coli_core.b3952,iAF1260.b3952,iAPECO1_1312.APECO1_2515,iBWG_1329.BWG_3620,iECDH10B_1368.ECDH10B_4140,iECDH1ME8569_1439.ECDH1ME8569_3820,iEcDH1_1363.EcDH1_4034,iJO1366.b3952,iJR904.b3952,iLF82_1304.LF82_1623,iNRG857_1313.NRG857_19745,iY75_1357.Y75_RS17295","Fer4_12,Radical_SAM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hormaechei-xiangfangensis-3
cdgR~~~eAL,cdgR~~~eAL,1045856.EcWSU1_01821,2.61e-146,414.0,"COG2200@1|root,COG2200@2|Bacteria,1RAZ1@1224|Proteobacteria,1S2TP@1236|Gammaproteobacteria,3X2AP@547|Enterobacter",2|Bacteria,T,EAL domain,ydiV,"GO:0003674,GO:0005488,GO:0005515,GO:0006355,GO:0008134,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0032879,GO:0040012,GO:0040013,GO:0043392,GO:0043433,GO:0044092,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051090,GO:0051098,GO:0051100,GO:0051101,GO:0051171,GO:0051252,GO:0051270,GO:0051271,GO:0060255,GO:0065007,GO:0065009,GO:0080090,GO:1902021,GO:1902201,GO:1903506,GO:2000112,GO:2000145,GO:2000146,GO:2000677,GO:2000678,GO:2001141",3.1.4.52,ko:K21086,"ko02026,map02026",-,-,-,"ko00000,ko00001,ko01000",-,-,-,"CSS-motif,EAL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,kobei;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3
group_37343,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asburiae-2;bugandensis
blaOXA~~~blaOXA1,blaOXA~~~blaOXA1,573.JG24_00315,3.72e-205,568.0,"COG2602@1|root,COG2602@2|Bacteria,1NWXE@1224|Proteobacteria,1RZ9U@1236|Gammaproteobacteria",2|Bacteria,V,Beta-lactamase,blaR,-,3.5.2.6,"ko:K02172,ko:K02547,ko:K17838,ko:K18793,ko:K18794,ko:K18976,ko:K19209,ko:K19213,ko:K19318,ko:K21276,ko:K22335,ko:K22352","ko01501,map01501","M00625,M00627",R06363,RC01499,"br01600,ko00000,ko00001,ko00002,ko01000,ko01002,ko01504",-,-,-,"Peptidase_M56,Transpeptidase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_49551,group_49551,481805.EcolC_3407,4.3599999999999996e-67,205.0,"COG2963@1|root,COG2963@2|Bacteria,1MZ5C@1224|Proteobacteria,1S9KN@1236|Gammaproteobacteria,3XR3I@561|Escherichia",2|Bacteria,L,Putative ATPase subunit of terminase (gpP-like),-,-,-,ko:K07483,-,-,-,-,ko00000,-,-,-,HTH_Tnp_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_47967,group_47967,28152.DJ57_2843,0.0,1749.0,"COG0610@1|root,COG0610@2|Bacteria,1MU96@1224|Proteobacteria,1RP2Q@1236|Gammaproteobacteria",2|Bacteria,L,"Subunit R is required for both nuclease and ATPase activities, but not for modification",hsdR,-,3.1.21.3,ko:K01153,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,"HSDR_N,ResIII",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-4
group_15418,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
ivbL,ivbL,1080067.BAZH01000036_gene1877,0.00048,39.3,"2AYKG@1|root,31QQS@2|Bacteria,1QNAC@1224|Proteobacteria,1TKTS@1236|Gammaproteobacteria,3WYZ3@544|Citrobacter",2|Bacteria,S,IlvB leader peptide,-,-,-,-,-,-,-,-,-,-,-,-,IlvB_leader,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cancerogenous;cloacae
group_34492,group_34492,55207.KP22_13245,1.9300000000000007e-21,92.8,"COG1893@1|root,COG1893@2|Bacteria,1QZG9@1224|Proteobacteria,1RYF3@1236|Gammaproteobacteria,1MQ7W@122277|Pectobacterium",2|Bacteria,H,2-dehydropantoate 2-reductase,panE,-,1.1.1.169,ko:K00077,"ko00770,ko01100,ko01110,map00770,map01100,map01110",M00119,R02472,RC00726,"ko00000,ko00001,ko00002,ko01000",-,-,-,"ApbA,ApbA_C",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-hormaechei
group_45259,group_45259,399742.Ent638_4298,1.51e-307,854.0,"28KC1@1|root,2Z9Z1@2|Bacteria,1MW96@1224|Proteobacteria,1RYPT@1236|Gammaproteobacteria,3X0F7@547|Enterobacter",2|Bacteria,S,Type-1V conjugative transfer system mating pair stabilisation,traN,-,-,ko:K12058,-,-,-,-,"ko00000,ko02044",3.A.7.11.1,-,-,TraN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-10
alsC,alsC,1045856.EcWSU1_00309,3.21e-219,606.0,"COG1172@1|root,COG1172@2|Bacteria,1QHVT@1224|Proteobacteria,1RRYA@1236|Gammaproteobacteria,3X48Q@547|Enterobacter",2|Bacteria,P,Branched-chain amino acid transport system / permease component,alsC,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0008643,GO:0015144,GO:0015145,GO:0015749,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034219,GO:0044425,GO:0044459,GO:0044464,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944",-,"ko:K10440,ko:K10550","ko02010,map02010","M00212,M00217",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.2.1,3.A.1.2.13,3.A.1.2.19,3.A.1.2.6",-,"iE2348C_1286.E2348C_4415,iECIAI39_1322.ECIAI39_4510,iEcSMS35_1347.EcSMS35_4552",BPD_transp_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3
group_44010,group_44010,1045856.EcWSU1_02661,2e-108,313.0,"COG1729@1|root,COG1729@2|Bacteria,1R28H@1224|Proteobacteria,1T5IY@1236|Gammaproteobacteria",2|Bacteria,S,Tetratricopeptide repeat,-,-,-,-,-,-,-,-,-,-,-,-,"TPR_2,TPR_6,TPR_8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,asburiae-2;hormaechei-steigerwaltii-1;hormaechei-hormaechei;hormaechei-oharae
group_29691,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_42623,group_42623,1399774.JDWH01000001_gene2581,0.0,1041.0,"COG5001@1|root,COG5001@2|Bacteria,1MU2C@1224|Proteobacteria,1RM8A@1236|Gammaproteobacteria,3X1AY@547|Enterobacter",2|Bacteria,T,TIGRFAM Diguanylate cyclase,-,-,-,-,-,-,-,-,-,-,-,-,"EAL,GAF_2,GGDEF,PAS_4,PAS_7,PAS_9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;kobei;bugandensis;mori;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei
group_44201,group_44201,61647.LG71_23590,1.07e-232,640.0,"COG3039@1|root,COG3039@2|Bacteria,1MVDK@1224|Proteobacteria,1RR0T@1236|Gammaproteobacteria",2|Bacteria,L,COG3039 Transposase and inactivated derivatives IS5 family,insH5,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",-,ko:K07481,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DUF772",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-7
lysR~~~xapR,lysR~~~xapR,1399774.JDWH01000004_gene3799,3.14e-197,548.0,"COG0583@1|root,COG0583@2|Bacteria,1R5C4@1224|Proteobacteria,1RXKJ@1236|Gammaproteobacteria,3X3EM@547|Enterobacter",2|Bacteria,K,LysR substrate binding domain,xapR,"GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kobei;ludwigii
group_37356,group_37356,1045856.EcWSU1_00597,2.7e-119,346.0,"COG3539@1|root,COG3539@2|Bacteria,1RIGE@1224|Proteobacteria,1S4HY@1236|Gammaproteobacteria",2|Bacteria,NU,Protein of unknown function (DUF1120),-,"GO:0005575,GO:0005623,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0030288,GO:0030313,GO:0031975,GO:0033554,GO:0042597,GO:0044464,GO:0050896,GO:0051716",-,-,-,-,-,-,-,-,-,-,DUF1120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cancerogenous;kobei;ludwigii
group_48877,group_48877,716541.ECL_02864,8.85e-109,314.0,"2BX0J@1|root,30H36@2|Bacteria,1R6TW@1224|Proteobacteria,1RZIA@1236|Gammaproteobacteria,3X369@547|Enterobacter",2|Bacteria,S,Phage regulatory protein CII (CP76),-,-,-,-,-,-,-,-,-,-,-,-,Phage_CP76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_47958,group_47958,1045856.EcWSU1_01105,2.6500000000000002e-173,484.0,"COG1028@1|root,COG1028@2|Bacteria,1MWZE@1224|Proteobacteria,1RQNT@1236|Gammaproteobacteria,3X270@547|Enterobacter",2|Bacteria,IQ,Enoyl-(Acyl carrier protein) reductase,-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asburiae-1;mori;ludwigii
group_45474,group_45474,1267600.JFGT01000002_gene838,1.4900000000000001e-133,385.0,"COG1028@1|root,COG1028@2|Bacteria,1MWB6@1224|Proteobacteria,1RMZB@1236|Gammaproteobacteria,3VZB7@53335|Pantoea",2|Bacteria,IQ,"Involved in the nonphosphorylative, ketogenic oxidation of glucose and oxidizes gluconate to 5-ketogluconate",gno_3,-,"1.1.1.127,1.1.1.69","ko:K00046,ko:K00065","ko00040,map00040",-,R01542,RC00089,"ko00000,ko00001,ko01000",-,-,-,adh_short_C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,cancerogenous;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-hoffmannii-1;hormaechei-hoffmannii-3;hormaechei-oharae;hormaechei-xiangfangensis-1
group_39681,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bugandensis
group_48142,group_48142,1286170.RORB6_01850,0.0,875.0,"COG1070@1|root,COG1070@2|Bacteria,1MW4A@1224|Proteobacteria,1RR7X@1236|Gammaproteobacteria",2|Bacteria,G,xylulose kinase,xylB,-,"2.7.1.17,2.7.1.189,2.7.1.5,2.7.1.51,2.7.1.53","ko:K00848,ko:K00854,ko:K00879,ko:K00880,ko:K11216","ko00040,ko00051,ko00053,ko01100,ko01120,ko02024,map00040,map00051,map00053,map01100,map01120,map02024",M00014,"R01639,R01901,R01902,R03014,R03241,R07127,R11183","RC00002,RC00017,RC00538","ko00000,ko00001,ko00002,ko01000",-,-,-,"FGGY_C,FGGY_N",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3
group_47682,group_47682,1399774.JDWH01000002_gene3286,9.74e-55,176.0,"2DFZP@1|root,32U6F@2|Bacteria,1MZI4@1224|Proteobacteria,1SBHB@1236|Gammaproteobacteria",2|Bacteria,S,Protein of unknown function (DUF3828),-,-,-,-,-,-,-,-,-,-,-,-,DUF3828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,hormaechei-steigerwaltii-3;hormaechei-hoffmannii-3;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_47706,group_47706,754331.AEME01000001_gene3581,3.26e-76,228.0,"COG3628@1|root,COG3628@2|Bacteria,1N7WS@1224|Proteobacteria,1SCD1@1236|Gammaproteobacteria,3XQY7@561|Escherichia",2|Bacteria,S,Gene 25-like lysozyme,gpW,-,-,ko:K06903,-,-,-,-,ko00000,-,-,-,GPW_gp25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,hormaechei-steigerwaltii-2;hormaechei-xiangfangensis-2
group_40934,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-7
fbp,fbp,199310.c5329,1.04e-239,659.0,"COG0158@1|root,COG0158@2|Bacteria,1MW0E@1224|Proteobacteria,1RNFF@1236|Gammaproteobacteria,3XP3Z@561|Escherichia",2|Bacteria,G,"D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1",fbp,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005985,GO:0005986,GO:0005996,GO:0006000,GO:0006002,GO:0006006,GO:0006094,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009058,GO:0009311,GO:0009312,GO:0009987,GO:0016043,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0019318,GO:0019319,GO:0019637,GO:0022607,GO:0030388,GO:0034637,GO:0042132,GO:0042578,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0046364,GO:0050308,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0071704,GO:0071840,GO:1901135,GO:1901576",3.1.3.11,ko:K03841,"ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko04152,ko04910,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map04152,map04910","M00003,M00165,M00167,M00344","R00762,R04780",RC00017,"ko00000,ko00001,ko00002,ko01000,ko04147",-,-,"iUTI89_1310.UTI89_C4836,ic_1306.c5329",FBPase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cancerogenous;bugandensis;cloacae
group_45032,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-2
wcaA~~~epsH~~~yibD,wcaA~~~epsH~~~yibD,716541.ECL_00136,1.7200000000000001e-155,445.0,"COG1215@1|root,COG1215@2|Bacteria,1RAD4@1224|Proteobacteria,1S2W0@1236|Gammaproteobacteria",2|Bacteria,M,Glycosyl transferase family 2,-,-,2.7.8.12,"ko:K09809,ko:K19354",-,-,-,-,"ko00000,ko01000,ko01003,ko01005",-,GT2,-,"Glycos_transf_2,Glyphos_transf",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,asburiae-1;asburiae-2;cancerogenous;kobei;bugandensis;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
int~~~xerD,int~~~xerD,218493.SBG_2845,5.029999999999999e-233,643.0,"COG0582@1|root,COG0582@2|Bacteria,1N45B@1224|Proteobacteria,1RNDM@1236|Gammaproteobacteria,3ZMQB@590|Salmonella",2|Bacteria,L,Phage integrase family,int,-,-,-,-,-,-,-,-,-,-,-,"Phage_int_SAM_3,Phage_integrase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_19176,group_19176,593105.S7A_19649,6.03e-54,177.0,"COG3539@1|root,COG3539@2|Bacteria,1N294@1224|Proteobacteria,1S5GD@1236|Gammaproteobacteria,3W14F@53335|Pantoea",2|Bacteria,NU,Fimbrial protein,-,-,-,"ko:K07345,ko:K07351","ko05133,map05133",-,-,-,"ko00000,ko00001,ko02035,ko02044",-,-,-,Fimbrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3
rpsC,rpsC,1224136.AMFN01000005_gene1120,1.97e-162,455.0,"COG0092@1|root,COG0092@2|Bacteria,1MUAI@1224|Proteobacteria,1RN0P@1236|Gammaproteobacteria,282K1@191675|unclassified Enterobacteriaceae",2|Bacteria,J,"Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation",rpsC,"GO:0000028,GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030312,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02982,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"KH_2,Ribosomal_S3_C",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ludwigii;cloacae
group_25896,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-2
ygiQ,ygiQ,1045856.EcWSU1_03800,0.0,1452.0,"COG1032@1|root,COG1032@2|Bacteria,1MUG3@1224|Proteobacteria,1RN9V@1236|Gammaproteobacteria,3X0T8@547|Enterobacter",2|Bacteria,C,UPF0313 protein,ygiQ,-,-,-,-,-,-,-,-,-,-,-,"DUF3362,Radical_SAM,Radical_SAM_N",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,roggenkampii;asburiae-1;asburiae-2;kobei;bugandensis;mori;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
