,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,additional_metadata,complete_mash_cluster,mlst,closest_genome_reference,closest_genome_taxonomy,mobile-1,mobile-4,mobile-2,mobile-3,mobile-10,mobile-7,mobile-6,mobile-5,mobile-8,mobile-9,roggenkampii,asburiae-1,asburiae-2,cancerogenous,kobei,bugandensis,mori,ludwigii,cloacae,hormaechei-steigerwaltii-2,hormaechei-steigerwaltii-4,hormaechei-steigerwaltii-1,hormaechei-steigerwaltii-3,hormaechei-hoffmannii-1,hormaechei-hoffmannii-2,hormaechei-hoffmannii-3,hormaechei-hormaechei,hormaechei-oharae,hormaechei-xiangfangensis-2,hormaechei-xiangfangensis-1,hormaechei-xiangfangensis-3,phylon_list
2077137.3,Enterobacter cloacae complex sp. FDA-CDC-AR_0132,2077137,Complete,FDA-CDC-AR_0132,2018-03-19T00:00:00Z,PRJNA292902,SAMN04014973,GCA_003010695.1,CP027618,Centers for Disease Control and Prevention,Complete,PacBio RSII,145x,HGAP v. 2.3,1,,1,4971441,54.324814,4820,4690,,,,,,,32.0,282,GCF_001750725.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;ludwigii
158836.786,Enterobacter hormaechei strain RHBSTW-00086,158836,Complete,RHBSTW-00086,2020-07-24T00:00:00Z,PRJNA605147,SAMN15148478,GCA_013625435.1,"CP058157,CP058158,CP058159",University of Oxford,Complete,Hybrid: Illumina and PACBIO_SMRT,116.601564166457x,Unicycler v. v0.4.7,1,2,3,4922494,55.01961,4773,4596,Wastewater effluent sample,2017,United Kingdom,United Kingdom,,"sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",4.0,278,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,mobile-8;hormaechei-hoffmannii-3
GCA_030847825.1,Enterobacter hormaechei Ehh_5,158836,Complete,Ehh_5,2023-08-21,PRJNA976530,SAMN35394387,GCA_030847825.1,SAMN35394387,University of Bern,OK,Illumina; Oxford Nanopore,,ASM3084782v1,1,3,4,5071385,55.0,,4702.0,lower respiratory tract,2019-10-24,Switzerland,Switzerland,Homo sapiens,,7.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-4;mobile-9;hormaechei-xiangfangensis-3
2747372.3,Enterobacter sp. DSM 30060,2747372,Complete,DSM 30060,2020-06-29T00:00:00Z,PRJNA640151,SAMN15299118,GCA_013375955.1,CP056118,,Complete,PacBio Sequel,253.0x,CANU v. 2.0,1,0,1,4810361,55.136215,4680,4498,,,,,,,4.0,138,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,mobile-5;hormaechei-hoffmannii-3
208224.334,Enterobacter kobei 11743-yvys,208224,Complete,11743-yvys,2022-04-18T00:00:00Z,PRJNA762162,SAMN21379547,GCA_023333675.1,"CP083862,CP083863,CP083864,CP083865,CP083866",,Complete,Oxford Nanopore MinION,10x,Unicycler v. v0.4.8,1,4,5,5494734,54.176308,5494,5273,sputum,2011-09,China,China,Homo sapiens,collected_by:Yushan Cui,13.0,56,GCF_001729765.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter kobei,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-7;kobei
GCA_043972715.1,Enterobacter hormaechei subsp. xiangfangensis ECC-050,1296536,Complete,ECC-050,2024-10-28,PRJNA1067818,SAMN39551825,GCA_043972715.1,SAMN39551825,National Health Research Institutes,OK,Oxford Nanopore GridION and Illumina NovaSeq,,ASM4397271v1,1,5,6,4923905,55.5,,4586.0,blood,2022-07-17,Taiwan,Taiwan,Homo sapiens,,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;mobile-9;hormaechei-steigerwaltii-1
158836.1227,Enterobacter hormaechei strain ECC116,158836,Complete,ECC116,2021-08-10T00:00:00Z,PRJNA752244,SAMN20587859,GCA_019537275.1,JAIEUB000000000,Shenzhen People's Hospital,Complete,Oxford Nanopore,110x,Unicycler v. 0.4.8,1,7,8,5156117,54.610397,5149,4922,Broncho-alveolar lavage,2014,China,China: Shenzhen,Homo sapiens,collected_by:Yang Ji,7.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-1;mobile-6;mobile-5;hormaechei-xiangfangensis-3
158836.1197,Enterobacter hormaechei strain G17,158836,Complete,G17,2021-07-27T00:00:00Z,PRJNA747900,SAMN20299883,GCA_019356035.1,"CP079939,CP079936,CP079937,CP079938",Henan Agricultural University,Complete,Illumina MiSeq; Oxford Nanopore,432.0x,A5-miseeq v. v20150522; CANU v. V1.4,1,3,4,4898175,55.135963,4793,4623,,2021-01-20,China,China:henan,duck,sample_type:mixed culture,9.0,354,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1
GCA_050197045.1,Enterobacter hormaechei A30672,158836,Complete,A30672,2025-05-06,PRJNA1136676,SAMN42539929,GCA_050197045.1,SAMN42539929,University Hospital Muenster,OK,PacBio Sequel,,ASM5019704v1,1,3,4,4633719,55.5,,4288.0,not collected,2023,Germany,Germany,Homo sapiens,,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-4;mobile-9;hormaechei-steigerwaltii-3
61645.542,Enterobacter asburiae 161373-yvys,61645,Complete,161373-yvys,2022-04-18T00:00:00Z,PRJNA762162,SAMN21379558,GCA_023023045.1,"CP083815,CP083816,CP083817,CP083818",,Complete,Oxford Nanopore MinION,10x,Unicycler v. v0.4.8,1,3,4,4744908,55.632607,4677,4543,sputum,2016-12,China,China,Homo sapiens,collected_by:Yushan Cui,23.0,-1,GCF_007035645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-7;mobile-8;asburiae-1
158836.799,Enterobacter hormaechei strain RHBSTW-00642,158836,Complete,RHBSTW-00642,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148671,GCA_013734275.1,"CP056676,CP056677,CP056678,CP056679,CP056680,CP056681",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,80.032019356373x,Unicycler v. v0.4.7,1,5,6,5222466,54.88991,5163,4980,Wastewater effluent sample,2017,United Kingdom,United Kingdom,,"sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",3.0,286,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;hormaechei-hoffmannii-2
GCA_030847665.1,Enterobacter hormaechei 21KM1500,158836,Complete,21KM1500,2023-08-21,PRJNA976530,SAMN35394399,GCA_030847665.1,SAMN35394399,University of Bern,OK,Illumina; PacBio,,ASM3084766v1,1,2,3,5090602,55.0,,4733.0,wound swab,2021-06-23,Switzerland,Switzerland,Dog,,5.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,mobile-1;mobile-3;hormaechei-xiangfangensis-1
GCA_035621635.1,Enterobacter hormaechei WD01,158836,Complete,WD01,2024-01-14,PRJNA1058378,SAMN39171894,GCA_035621635.1,SAMN39171894,Jilin Agricultural University,OK,Illumina NovaSeq; PacBio Sequel,,ASM3562163v1,1,0,1,4632509,55.5,,4254.0,soil,2022-03-22,China,China:Jili,,,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-3
GCA_047302695.1,Enterobacter hormaechei subsp. xiangfangensis HD2292,1296536,Complete,HD2292,2025-01-29,PRJNA993565,SAMN36468333,GCA_047302695.1,SAMN36468333,The Second Affiliated Hospital of Soochow University,OK,nanopore,,ASM4730269v1,1,1,2,5124274,55.0,,4774.0,blood,2017,China,"China: Guangdong,Guangzhou",Homo sapiens,,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-8;hormaechei-steigerwaltii-3
299766.188,Enterobacter hormaechei subsp. steigerwaltii strain csa13R,299766,Complete,csa13R,2022-09-20T00:00:00Z,PRJNA877279,SAMN30695412,GCA_025311555.1,"CP104403,CP104404",Medical University of Bialystok,,Hybrid: Illumina NovaSeq and Oxford,556x,Unicycler v. v0.4.9,1,1,2,4964002,55.456463,4820,4705,not collected,2019,,Poland,Homo sapiens,collected_by:Medical University of Bialystok,12.0,89,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-2;mobile-8;hormaechei-steigerwaltii-1
GCA_050165795.1,Enterobacter hormaechei A26321,158836,Complete,A26321,2025-05-06,PRJNA1136676,SAMN42539088,GCA_050165795.1,SAMN42539088,University Hospital Muenster,OK,PacBio Sequel,,ASM5016579v1,1,1,2,4716670,55.0,,4304.0,not collected,2022,Germany,Germany,Homo sapiens,,4.0,-1,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,mobile-9;hormaechei-hoffmannii-3
1812935.382,Enterobacter roggenkampii C3-17,1812935,Complete,C3-17,2022-05-01T00:00:00Z,PRJNA473419,SAMN27117675,GCA_023195715.1,"CP096187,CP096188,CP096189,CP096190,CP096191,CP096192,CP096193,CP096194,CP096195,CP096196,CP096197,CP096198",,Complete,Illumina; Oxford Nanopore,691.0x,Unicycler v. 0.4.8,1,11,12,5049045,55.525925,5018,4820,sink,2021-12,Japan,Japan: Tokyo,,collected_by:Tokyo Medical and Dental University,16.0,486,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii
158836.1694,Enterobacter hormaechei cre64,158836,Complete,cre64,2022-05-31T00:00:00Z,PRJNA524070,SAMN10995734,GCA_023612875.1,"CP039388,CP039389,CP039390,CP039391,CP039392",,Complete,PacBio Sequel,173.0x,Canu v. canu-1.6,1,4,5,5537255,54.408928,5823,5435,,2018-12-23,China,China:Jiamusi,,sample_type:whole organism,10.0,93,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;hormaechei-steigerwaltii-2
158836.974,Enterobacter hormaechei strain Eho-2,158836,Complete,Eho-2,2020-12-10T00:00:00Z,PRJNA599404,SAMN13747508,GCA_015910365.1,"CP047757,CP047758,CP047759,CP047760,CP047761,CP047762,CP047763,CP047764",Public Health Ontario,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,7,8,5255756,54.983376,5236,5005,urine,2011-07-12,Canada,Canada:Ontario,,collected_by:Public Health Ontario,10.0,93,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-9;hormaechei-steigerwaltii-2
1812935.420,Enterobacter roggenkampii strain RX.G5M56,1812935,Complete,RX.G5M56,2022-09-07T00:00:00Z,PRJNA875571,SAMN30618652,GCA_025021485.1,CP104001,The Independent Schools Foundation Academy,,Illumina MiSeq; Oxford Nanopore MinION,105.0x,Unicycler v. 0.4.8-beta,1,0,1,4772201,56.051685,4515,4419,freshwater stream,2022-02-21,Hong Kong,Hong Kong: Pokfulam,,sample_type:Pure isolate;collected_by:Sofia W. Y. Tang,17.0,1142,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;roggenkampii
GCA_002952735.2,Enterobacter sp. SGAir0187 SGAir0187,2836161,Complete,SGAir0187,2018-12-11,PRJNA388547,SAMN08103213,GCA_002952735.2,SAMN08103213,Nanyang Technological University,OK,PacBio; Illumina MiSeq,,ASM295273v2,1,0,1,4826853,55.5,,4415.0,air,2015-05-14,Singapore,Singapore,,,19.0,-1,GCF_001039365.2,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter quasiroggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5
GCA_030848125.1,Enterobacter hormaechei 22KM1314,158836,Complete,22KM1314,2023-08-21,PRJNA976530,SAMN35394402,GCA_030848125.1,SAMN35394402,University of Bern,OK,Illumina; Oxford Nanopore,,ASM3084812v1,1,3,4,4906575,55.0,,4559.0,urine,2022-05-23,Switzerland,Switzerland,Cat,,5.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,mobile-3;hormaechei-xiangfangensis-1
158836.2202,Enterobacter hormaechei 2020CK-00199,158836,Complete,2020CK-00199,2023-03-02T00:00:00Z,PRJNA812595,SAMN15907134,,"CP118567,CP118568,CP118569,CP118570,CP118571,CP118572,CP118573",,,Oxford Nanopore GridION,20.0x,Unicycler v. 0.5.0,1,6,7,5223933,54.50451,5144,4943,blood,2020-05-06,USA,USA,Homo sapiens,,1.0,78,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-2;hormaechei-hoffmannii-1
1296536.163,Enterobacter hormaechei subsp. xiangfangensis va18651,1296536,Complete,va18651,2022-08-08T00:00:00Z,PRJNA837392,SAMN28200646,GCA_024585325.1,"CP097342,CP097343,CP097344,CP097345,CP097346",,Complete,PacBio RSII,2500.0x,SMRT-Link Microbial Assembler v. 10.1.0,1,4,5,5389653,54.863976,5352,5136,cervical swab,2018,Germany,Germany,Homo sapiens,collected_by:unkown,12.0,88,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-3;mobile-10;mobile-5;mobile-8;hormaechei-steigerwaltii-3
GCA_040892575.1,Enterobacter cloacae STK49-C,550,Complete,STK49-C,2024-07-24,PRJNA1134078,SAMN42392504,GCA_040892575.1,SAMN42392504,University of Zurich,OK,"Illumina MiniSeq, Oxford Nanopore",,ASM4089257v1,1,1,2,4800752,55.0,,4369.0,"Basil, import product",2023,Switzerland,Switzerland,,,34.0,-1,GCF_000025565.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloacae
158836.1895,Enterobacter hormaechei YQ13422hy,158836,Complete,YQ13422hy,2022-06-19T00:00:00Z,PRJNA847058,SAMN28918927,GCA_023805415.1,"CP098778,CP098779,CP098780,CP098782,CP098781",,Complete,Oxford Nanopore,200.0x,fyle v. v2.5; CANU v. v1.7.1,1,4,5,4983830,55.029846,4830,,,2017-03,China,China,Homo sapiens,sample_type:mixed culture,12.0,51,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;hormaechei-steigerwaltii-3
GCA_042246085.1,Enterobacter roggenkampii INCIENSA_724942,1812935,Complete,INCIENSA_724942,2024-09-25,PRJNA1144935,SAMN43046597,GCA_042246085.1,SAMN43046597,Instituto Costarricense de Investigacion y Ensenanza en Nutricion y Salud (INCIENSA),OK,"Illumina MiSeq, Nanopore MinION",,ASM4224608v1,1,0,1,4726317,56.0,,4351.0,fecal swab,2021-12-13,Costa Rica,Costa Rica,Homo sapiens,,17.0,-1,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii
1812935.134,Enterobacter roggenkampii strain 339389L,1812935,Complete,339389L,2021-02-11T00:00:00Z,PRJNA576640,SAMN12999968,GCA_016864055.1,CP045317,University Medical Center Groningen,Complete,Illumina MiSeq; Oxford Nanopore MiniION,77.0x,CLC Genomics Workbench v. 11; Unicycler,1,0,1,4825268,55.895477,4643,,,2017,Netherlands,Netherlands: Groningen,Homo sapiens,sample_type:rectum,17.0,232,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;roggenkampii
GCA_032351815.1,Enterobacter hormaechei isolateC,158836,Complete,isolateC,2023-10-04,PRJNA1020811,SAMN37529174,GCA_032351815.1,SAMN37529174,Public Health Agency of Canada,OK,Oxford Nanopore MinION; Illumina MiSeq,,ASM3235181v1,1,3,4,5080056,55.5,,4773.0,,2019,Canada,Canada: Ottawa,Homo sapiens,,10.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-3;mobile-10;hormaechei-steigerwaltii-3
2027919.295,Enterobacter cloacae complex sp. strain ECL42,2027919,Complete,ECL42,2021-09-02T00:00:00Z,PRJNA757181,SAMN20834670,GCA_019856235.1,"CP082147,CP082148,CP082149,CP082150,CP082151,CP082152",Yongchuan Hospital of Chongqing Medical University,Complete,Oxford Nanopore PromethION,338.0x,canu v. 1.6,1,5,6,5483197,54.34762,5491,5269,blood,2016-09-23,China,"China: Jiamusi, Heilongjiang Province",Homo sapiens,sample_type:Pure culture,13.0,520,GCF_001729765.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter kobei,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-7;kobei
GCA_043972035.1,Enterobacter kobei ECC-083,208224,Complete,ECC-083,2024-10-28,PRJNA1067818,SAMN39551830,GCA_043972035.1,SAMN39551830,National Health Research Institutes,OK,Oxford Nanopore GridION and Illumina NovaSeq,,ASM4397203v1,1,0,1,4740490,55.0,,4300.0,wound,2022-08-05,Taiwan,Taiwan,Homo sapiens,,13.0,-1,GCF_001729765.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter kobei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kobei
